,first_city,second_city,length,speed_limit,name_of_highway,Junction
6587,"Jct_I-35_&_I-44_N,_Oklahoma","Guthrie,_Oklahoma",20,65,I-35,1
6588,"Jct_I-35_&_OK_51,_Oklahoma","Guthrie,_Oklahoma",17,65,I-35,1
6604,"Jct_I-4_&_US_27,_Florida","Haines_City,_Florida",9,52,US_27,1
6608,"Jct_I-280_&_CA_92,_California","Half_Moon_Bay,_California",7,40,CA_92,1
6611,"Jct_I-70_&_US_83,_Kansas","Halford,_Kansas",14,45,US_83,1
6613,"Jct_NS_101_&_NS_102,_Nova_Scotia","Halifax,_Nova_Scotia",23,62,NS_102,1
6615,"Jct_I-29_&_US_81_N,_North_Dakota","Hallock,_Minnesota",13,45,MN_175/ND_5,1
6617,"Jct_I-44_&_MO_174,_Missouri","Halltown,_Missouri",8,65,I-44,1
6618,"Jct_I-44_&_US_160,_Missouri","Halltown,_Missouri",18,65,I-44,1
6619,"Jct_I-29_&_ND_200_S,_North_Dakota","Halstad,_Minnesota",11,45,MN/ND_200,1
6621,"Jct_US_82_&_US_425,_Arkansas","Hamburg,_Arkansas",7,45,US_82/425,1
6624,"Jct_I-29_&_IA_2,_Iowa","Hamburg,_Iowa",8,65,I-29,1
6625,"Jct_US_275_&_IA_2_S,_Iowa","Hamburg,_Iowa",7,45,US_275,1
6633,"Jct_CT_15_&_CT_63,_Connecticut","Hamden,_Connecticut",5,55,Wilbur_Cross_Pkwy_[CT_15],1
6640,"Jct_US_78_&_AL_17,_Alabama","Hamilton,_Alabama",3,45,AL_17,1
6641,"Jct_US_78_&_AL_74,_Alabama","Hamilton,_Alabama",5,40,AL_74,1
6642,"Jct_US_78_&_US_43/278,_Alabama","Hamilton,_Alabama",5,40,US_43/278,1
6646,"Jct_I-29_&_US_81_N,_North_Dakota","Hamilton,_North_Dakota",10,45,US_81,1
6655,"Jct_I-80_&_US_6/71,_Iowa","Hamlin,_Iowa",13,45,US_71,1
6656,"Jct_US_169_&_IA_44,_Iowa","Hamlin,_Iowa",46,45,IA_44,1
6662,"Jct_I-90_&_I-94_S,_Illinois","Hammond,_Indiana",11,40,Chicago_Skyway_[To_I-90],1
6663,"Jct_I-10_&_I-12,_Louisiana","Hammond,_Louisiana",43,65,I-12,1
6668,"Jct_I-395_&_US_1A_W,_Maine","Hampden,_Maine",3,45,US_1A,1
6677,"Jct_US_20_&_US_65_N,_Iowa","Hampton,_Iowa",13,45,US_65,1
6680,"Jct_I-64_&_US_13,_Virginia","Hampton,_Virginia",17,55,I-64,1
6696,"Jct_US_24_&_US_61_S,_Missouri","Hannibal,_Missouri",9,52,US_61,1
6711,"Jct_I-16_&_I-95,_Georgia","Hardeeville,_South_Carolina",18,55,I-95,1
6720,"Jct_US_30_&_IA_44,_Iowa","Harlan,_Iowa",21,45,IA_44,1
6721,"Jct_US_59_&_IA_141_S,_Iowa","Harlan,_Iowa",18,45,US_59,1
6729,"Jct_I-235_&_US_54,_Kansas","Harper,_Kansas",48,45,KS_2,1
6734,"Jct_I-94_&_M-53,_Michigan","Harper_Woods,_Michigan",7,40,I-94,1
6761,"Jct_M-61_&_M-66,_Michigan","Harrison,_Michigan",22,45,M-61,1
6767,"Jct_I-435_&_I-470,_Missouri","Harrisonville,_Missouri",28,65,US_71,1
6773,"Jct_I-84_&_CT_9,_Connecticut","Hartford,_Connecticut",7,55,I-84,1
6774,"Jct_I-84_&_I-384,_Connecticut","Hartford,_Connecticut",4,40,I-84,1
6778,"Jct_I-75_&_US_23,_Michigan","Hartland,_Michigan",23,65,US_23,1
6796,"Jct_I-80_&_US_34/281,_Nebraska","Hastings,_Nebraska",16,52,US_34/281,1
6807,"Jct_I-495_&_MA_213,_Massachusetts","Haverhill,_Massachusetts",6,65,I-495,1
6808,"Jct_I-93_&_NH_97,_New_Hampshire","Haverhill,_Massachusetts",10,45,MA/NH_97,1
6813,"Jct_I-76_&_I-676,_Pennsylvania","Havertown,_Pennsylvania",10,40,PA_3,1
6828,"Jct_US_385_&_NE_87_E,_Nebraska","Hay_Springs,_Nebraska",29,45,NE_87,1
6840,"Jct_US_2_&_US_63,_Wisconsin","Hayward,_Wisconsin",48,45,US_63,1
6845,"Jct_US_61/151_&_WI_11,_Wisconsin","Hazel_Green,_Wisconsin",9,45,WI_11,1
6850,"Jct_I-40_&_I-440,_Arkansas","Hazen,_Arkansas",35,65,I-40,1
6852,"Jct_I-16_&_US_221,_Georgia","Hazlehurst,_Georgia",46,45,US_221,1
6862,"Jct_I-80_&_US_40,_Utah","Heber_City,_Utah",16,45,US_40,1
6864,"Jct_US_136_&_NE_14_N,_Nebraska","Hebron,_Nebraska",25,45,US_136,1
6867,"Jct_I-10_&_I-610_W,_Texas","Hedwig_Village,_Texas",7,55,I-10,1
6874,"Jct_US_49_&_MS_1,_Mississippi","Helena,_Arkansas",4,45,US_49,1
6878,"Jct_US_6_&_US_89,_Utah","Helper,_Utah",43,45,US_6,1
6880,"Jct_NE_2_&_NE_71_S,_Nebraska","Hemingford,_Nebraska",12,45,NE_2,1
6881,"Jct_US_385_&_NE_87_W,_Nebraska","Hemingford,_Nebraska",5,45,NE_87,1
6882,"Jct_I-164_&_US_41,_Indiana","Henderson,_Kentucky",4,40,US_41,1
6885,"Jct_US_169_&_MN_19,_Minnesota","Henderson,_Minnesota",5,45,MN_19,1
6900,"Jct_I-390_&_I-590,_New_York","Henrietta,_New_York",4,55,I-390,1
6901,"Jct_I-90_&_I-490_W,_New_York","Henrietta,_New_York",15,65,New_York_Thruway_[I-90],1
6907,"Jct_I.N._Tpk_&_OK_9,_Oklahoma","Henryetta,_Oklahoma",12,65,Indian_Nation_Tpk,1
6914,"Jct_I-70_&_US_77,_Kansas","Herington,_Kansas",25,45,US_77,1
6918,"Jct_I-55_&_I-240,_Tennessee","Hernando,_Mississippi",18,65,I-55,1
6919,"Jct_MS_3_&_MS_304,_Mississippi","Hernando,_Mississippi",15,45,MS_304,1
6923,"Jct_I-94_&_WI_25,_Wisconsin","Hershey,_Wisconsin",13,65,I-94,1
6928,"Jct_I-69_&_I-469_S,_Indiana","Hessen-Cassel,_Indiana",11,65,I-469,1
6930,"Jct_I-55_&_I-74,_Illinois","Heyworth,_Illinois",10,52,US_51,1
6935,"Jct_US_53_&_MN_37,_Minnesota","Hibbing,_Minnesota",25,45,MN_37,1
6946,"Jct_AB_23_&_AB_24,_Alberta","High_River,_Alberta",43,50,AB_23,1
6949,"Jct_I-80_&_I-94,_Illinois","Highland,_Indiana",6,55,I-80/94,1
6952,"Jct_I-75_&_I-94,_Michigan","Highland_Park,_Michigan",3,40,I-75,1
6953,"Jct_M-10_&_Davison_Expwy,_Michigan","Highland_Park,_Michigan",2,55,Davison_Expressway,1
6954,"Jct_US_14_&_US_83_E,_South_Dakota","Highmore,_South_Dakota",31,45,US_14,1
7014,"Jct_US_62_&_MO_25_S,_Missouri","Holcomb,_Missouri",9,45,MO_25,1
7031,"Jct_US_20_&_Business_US_20,_Iowa","Holstein,_Iowa",41,45,US_20,1
7032,"Jct_I-94_&_US_127_W,_Michigan","Holt,_Michigan",23,65,US_127,1
7033,"Jct_I-96_&_M-99,_Michigan","Holt,_Michigan",5,55,I-96,1
7040,"Jct_I-90_&_I-91,_Massachusetts","Holyoke,_Massachusetts",4,55,I-91,1
7041,"Jct_I-90_&_US_202,_Massachusetts","Holyoke,_Massachusetts",11,45,US_202,1
7054,"Jct_I-80_&_US_151,_Iowa","Homestead,_Iowa",8,45,US_151,1
7055,"Jct_US_30/218_&_US_151,_Iowa","Homestead,_Iowa",17,45,US_151,1
7057,"Jct_I-80_&_I-294,_Illinois","Homewood,_Illinois",2,55,Tri-State_Tollway_[I-80/294],1
7058,"Jct_I-80_&_I-94,_Illinois","Homewood,_Illinois",3,55,Tri-State_Tollway_[I-80/294],1
7088,"Jct_US_169_&_MN_62,_Minnesota","Hopkins,_Minnesota",3,40,US_169,1
7095,"Jct_M-60_&_Old_M-60,_Michigan","Horner,_Michigan",20,45,M-60,1
7101,"Jct_I-30_&_US_70,_Arkansas","Hot_Springs,_Arkansas",24,45,US_70,1
7102,"Jct_US_59/71_&_US_70_E,_Arkansas","Hot_Springs,_Arkansas",80,45,US_70,1
7104,"Jct_US_18_&_SD_89,_South_Dakota","Hot_Springs,_South_Dakota",13,45,US_18,1
7105,"Jct_US_18/385_&_SD_79,_South_Dakota","Hot_Springs,_South_Dakota",4,45,US_18/385,1
7107,"Jct_US_50_&_CO_92,_Colorado","Hotchkiss,_Colorado",56,45,CO_92,1
7108,"Jct_ND_1_&_ND_13_S,_North_Dakota","Houghton,_South_Dakota",33,45,ND_1/SD_37,1
7110,"Jct_I-75_&_US_27,_Michigan","Houghton_Lake_Heights,_Michigan",18,65,US_27,1
7122,"Jct_I-10_&_I-610_W,_Texas","Houston,_Texas",5,40,I-10,1
7123,"Jct_I-45_&_I-610_N,_Texas","Houston,_Texas",2,40,I-45,1
7124,"Jct_I-45_&_I-610_S,_Texas","Houston,_Texas",8,40,I-45,1
7125,"Jct_I-610_&_TX_288,_Texas","Houston,_Texas",8,40,TX_288,1
7126,"Jct_I-610_&_US_59,_Texas","Houston,_Texas",5,55,US_59,1
7127,"Jct_I-29_&_MO_152,_Missouri","Houston_Lake,_Missouri",5,55,I-29,1
7130,"Jct_SD_34_&_SD_37_E,_South_Dakota","Howard,_South_Dakota",24,45,SD_34,1
7132,"Jct_I-43_&_WI_57,_Wisconsin","Howard,_Wisconsin",6,55,I-43,1
7133,"Jct_US_41_&_WI_29,_Wisconsin","Howard,_Wisconsin",2,55,US_41,1
7134,"Jct_US_131_&_M-46_N,_Michigan","Howard_City,_Michigan",2,65,US_131,1
7137,"Jct_I-80/90_&_US_131,_Indiana","Howe,_Indiana",13,65,Indiana_Toll_Rd_[I-80/90],1
7153,"Jct_US_83_&_KS_51,_Kansas","Hugoton,_Kansas",23,45,KS_51,1
7159,"Jct_US_59_&_TX_8,_Texas","Humble,_Texas",5,55,US_59,1
7162,"Jct_I-29_&_I-90,_South_Dakota","Humboldt,_South_Dakota",17,65,I-90,1
7187,"Jct_US_18_&_SD_17,_South_Dakota","Hurley,_South_Dakota",11,45,US_18,1
7188,"Jct_US_18_&_US_81,_South_Dakota","Hurley,_South_Dakota",17,45,US_18,1
7195,"Jct_US_212_&_SD_37_W,_South_Dakota","Huron,_South_Dakota",36,45,SD_37,1
7198,"Jct_I-20_&_I-35E,_Texas","Hutchins,_Texas",6,55,I-20,1
7199,"Jct_KS_14_&_KS_96_S,_Kansas","Hutchinson,_Kansas",16,45,KS_96,1
7204,"Jct_I-195_&_I-295,_New_Jersey","Hutchinson_Mills,_New_Jersey",9,55,I-295,1
7221,"Jct_PQ_169_&_PQ_175,_Quebec","Hebertville,_Quebec",79,50,PQ_169,1
7224,"Jct_A-10_&_A-35,_Quebec","Iberville,_Quebec",16,62,A-35,1
7236,"Jct_I-80_&_NE_19,_Nebraska","Iliff,_Colorado",30,45,CO_113/NE_19,1
7240,"Jct_M-46_&_M-53,_Michigan","Imlay_City,_Michigan",33,45,M-53,1
7246,"Jct_US_160_&_US_169,_Kansas","Independence,_Kansas",7,45,US_160,1
7248,"Jct_US_2_&_MN_33,_Minnesota","Independence,_Minnesota",8,52,MN_33,1
7249,"Jct_US_53_&_MN_37,_Minnesota","Independence,_Minnesota",32,52,US_53,1
7250,"Jct_I-470_&_MO_291,_Missouri","Independence,_Missouri",8,65,I-470,1
7251,"Jct_I-70_&_I-435_E,_Missouri","Independence,_Missouri",7,55,I-70,1
7252,"Jct_US_24_&_MO_291,_Missouri","Independence,_Missouri",6,30,MO_291,1
7256,"Jct_I-75_&_M-27,_Michigan","Indian_River,_Michigan",3,65,I-75,1
7260,"Jct_I-465_&_IN_37_S,_Indiana","Indianapolis,_Indiana",7,30,IN_37,1
7261,"Jct_I-465_&_IN_67,_Indiana","Indianapolis,_Indiana",8,30,IN_67,1
7262,"Jct_I-465_&_US_36,_Indiana","Indianapolis,_Indiana",6,30,US_36,1
7263,"Jct_I-65_&_I-465_N,_Indiana","Indianapolis,_Indiana",10,30,I-65,1
7264,"Jct_I-65_&_I-465_S,_Indiana","Indianapolis,_Indiana",4,30,I-65,1
7265,"Jct_I-70_&_I-465_E,_Indiana","Indianapolis,_Indiana",8,30,I-70,1
7266,"Jct_I-70_&_I-465_W,_Indiana","Indianapolis,_Indiana",8,30,I-70,1
7267,"Jct_I-74_&_I-465_E,_Indiana","Indianapolis,_Indiana",6,30,US_421,1
7268,"Jct_I-74_&_I-465_W,_Indiana","Indianapolis,_Indiana",8,30,US_136,1
7270,"Jct_US_65_&_US_69_S,_Iowa","Indianola,_Iowa",5,45,US_65/69,1
7278,"Jct_US_64_&_OK_8_S,_Oklahoma","Ingersoll,_Oklahoma",9,45,US_64,1
7286,"Jct_WI_29_&_WI_49,_Wisconsin","Iola,_Wisconsin",27,45,WI_49,1
7289,"Jct_I-96_&_M-66,_Michigan","Ionia,_Michigan",8,45,M-66,1
7293,"Jct_I-80_&_IA_38_W,_Iowa","Iowa_City,_Iowa",20,65,I-80,1
7294,"Jct_US_218_&_IA_1,_Iowa","Iowa_City,_Iowa",6,30,IA_1,1
7300,"Jct_US_12_&_SD_47_W,_South_Dakota","Ipswich,_South_Dakota",37,45,US_12,1
7301,"Jct_US_212_&_SD_45_N,_South_Dakota","Ipswich,_South_Dakota",29,45,SD_45,1
7302,"Jct_SD_19_&_SD_46_E,_South_Dakota","Irene,_South_Dakota",6,45,SD_19/46,1
7303,"Jct_US_81_&_SD_46,_South_Dakota","Irene,_South_Dakota",16,45,SD_46,1
7310,"Jct_I-490_&_I-590,_New_York","Irondequoit,_New_York",6,55,NY_590,1
7313,"Jct_US_30_&_US_218_W,_Iowa","Irving,_Iowa",14,45,US_30,1
7315,"Jct_I-35E_&_TX_183,_Texas","Irving,_Texas",3,40,TX_183,1
7322,"Jct_SD_20_&_SD_65_W,_South_Dakota","Isabel,_South_Dakota",3,45,SD_20/65,1
7324,"Jct_VT_105_&_VT_114_S,_Vermont","Island_Pond,_Vermont",2,45,VT_105/114,1
7331,"Jct_MS_25_&_Natchez_Trace_Pkwy,_Mississippi","Iuka,_Mississippi",15,45,MS_25,1
7332,"Jct_US_72_&_Natchez_Trace_Pkwy,_Alabama","Iuka,_Mississippi",11,52,US_72,1
7335,"Jct_I-610_&_TX_225,_Texas","Jacinto_City,_Texas",4,55,I-610,1
7336,"Jct_I-610_&_US_59,_Texas","Jacinto_City,_Texas",6,55,I-610,1
7346,"Jct_I-94_&_M-60,_Michigan","Jackson,_Michigan",3,30,I-94_Business,1
7347,"Jct_I-94_&_US_127_E,_Michigan","Jackson,_Michigan",4,30,I-94_Business,1
7348,"Jct_I-94_&_US_127_W,_Michigan","Jackson,_Michigan",2,30,US_127_Business,1
7349,"Jct_M-60_&_Old_M-60,_Michigan","Jackson,_Michigan",3,30,Old_M-60,1
7355,"Jct_I-20_&_I-220,_Mississippi","Jackson,_Mississippi",3,55,I-20,1
7356,"Jct_I-220_&_US_49,_Mississippi","Jackson,_Mississippi",6,40,Medgar_Evers_Blvd,1
7362,"Jct_I-55_&_US_61,_Missouri","Jackson,_Missouri",4,45,US_61,1
7376,"Jct_I-10_&_I-295,_Florida","Jacksonville,_Florida",5,55,I-10,1
7377,"Jct_I-295_&_US_1,_Florida","Jacksonville,_Florida",7,40,US_1/23,1
7378,"Jct_I-95_&_I-295_N,_Florida","Jacksonville,_Florida",11,40,I-95,1
7379,"Jct_I-95_&_I-295_S,_Florida","Jacksonville,_Florida",16,40,I-95,1
7393,"Jct_US_2_&_MN_200,_Minnesota","Jacobson,_Minnesota",10,45,MN_200,1
7397,"Jct_I-80/90_&_Alt_US_20,_Ohio","Jamestown,_Indiana",26,65,Ohio_Tpk_[I-80/90],1
7404,"Jct_I-26_&_I-77,_South_Carolina","Jamison,_South_Carolina",29,65,I-26,1
7405,"Jct_I-26_&_US_301,_South_Carolina","Jamison,_South_Carolina",9,65,I-26,1
7407,"Jct_I-43_&_I-39/90,_Wisconsin","Janesville,_Wisconsin",13,65,I-39/90,1
7408,"Jct_I-90_&_US_12/18,_Wisconsin","Janesville,_Wisconsin",30,65,I-39/90,1
7409,"Jct_US_14_&_WI_89,_Wisconsin","Janesville,_Wisconsin",16,45,US_14,1
7418,"Jct_A-10_&_A-35,_Quebec","Jct_A-10_&_A-30,_Quebec",11,62,A-10,1
7419,"Jct_A-20_&_A-30,_Quebec","Jct_A-10_&_A-30,_Quebec",15,30,A-30,1
7420,"Jct_A-10_&_PQ_139,_Quebec","Jct_A-10_&_A-35,_Quebec",44,62,A-10,1
7433,"Jct_AB_1_&_AB_56,_Alberta","Jct_AB_1_&_AB_21,_Alberta",60,35,AB_1,1
7434,"Jct_AB_9_&_AB_21,_Alberta","Jct_AB_1_&_AB_21,_Alberta",39,50,AB_21,1
7437,"Jct_US_72_&_Natchez_Trace_Pkwy,_Alabama","Jct_AL_20_&_Natchez_Trace_Pkwy,_Alabama",16,45,Natchez_Trace_Pkwy,1
7439,"Jct_MS_8_&_Natchez_Trace_Pkwy,_Mississippi","Jct_Alt_US_45_&_MS_8,_Mississippi",15,45,MS_8,1
7449,"Jct_CT_15_&_CT_63,_Connecticut","Jct_CT_15_&_CT_34,_Connecticut",4,55,Wilbur_Cross_Pkwy_[CT_15],1
7450,"Jct_CT_15_&_Merritt_Pkwy,_Connecticut","Jct_CT_15_&_CT_34,_Connecticut",5,65,Wilbur_Cross_Pkwy_[CT_15],1
7459,"Jct_FL_417_&_CR_527A,_Florida","Jct_FL_417_&_Bee-Line,_Florida",9,65,Greeneway_[FL_417],1
7460,"Jct_FL_417_&_E-W_Expwy,_Florida","Jct_FL_417_&_Bee-Line,_Florida",7,65,Greeneway_[FL_417],1
7462,"Jct_FL_417_&_US_17/92/441,_Florida","Jct_FL_417_&_CR_527A,_Florida",4,55,Greeneway_[FL_417],1
7467,"Jct_I-10_&_US_231,_Florida","Jct_I-10_&_FL_71,_Florida",12,65,I-10,1
7474,"Jct_I-295_&_US_1,_Florida","Jct_I-10_&_I-295,_Florida",7,55,I-295,1
7478,"Jct_I-610_&_US_290,_Texas","Jct_I-10_&_I-610_W,_Texas",1,55,I-610,1
7482,"Jct_US_231_&_FL_73,_Florida","Jct_I-10_&_US_231,_Florida",8,45,US_231,1
7484,"Jct_I-135_&_KS_96,_Kansas","Jct_I-135_&_I-235_N,_Kansas",2,55,I-135,1
7485,"Jct_I-235_&_KS_96,_Kansas","Jct_I-135_&_I-235_N,_Kansas",3,55,I-235,1
7486,"Jct_I-35_&_KS_254,_Kansas","Jct_I-135_&_I-235_N,_Kansas",21,45,KS_254,1
7488,"Jct_I-35;_US_54/400_&_KS_96,_Kansas","Jct_I-135_&_KS_96,_Kansas",10,55,KS_96,1
7497,"Jct_I-164_&_US_41,_Indiana","Jct_I-164_&_IN_66,_Indiana",7,55,I-164,1
7507,"Jct_I-220_&_US_71,_Louisiana","Jct_I-20_&_I-220,_Louisiana",6,65,I-220,1
7508,"Jct_US_171_&_LA_3132,_Louisiana","Jct_I-20_&_I-220,_Louisiana",4,55,LA_3132,1
7511,"Jct_I-220_&_US_49,_Mississippi","Jct_I-20_&_I-220,_Mississippi",5,55,I-220,1
7512,"Jct_I-20_&_SC_19,_South_Carolina","Jct_I-20_&_I-26,_South_Carolina",46,65,I-20,1
7513,"Jct_I-20_&_US_321,_South_Carolina","Jct_I-20_&_I-26,_South_Carolina",5,55,I-20,1
7514,"Jct_I-26_&_I-126,_South_Carolina","Jct_I-20_&_I-26,_South_Carolina",1,55,I-26,1
7517,"Jct_I-285_&_I-675,_Georgia","Jct_I-20_&_I-285_E,_Georgia",6,55,I-285,1
7518,"Jct_I-85_&_I-285_E,_Georgia","Jct_I-20_&_I-285_E,_Georgia",13,55,I-285,1
7520,"Jct_I-75_&_I-285_N,_Georgia","Jct_I-20_&_I-285_W,_Georgia",10,55,I-285,1
7521,"Jct_I-85_&_I-285_W,_Georgia","Jct_I-20_&_I-285_W,_Georgia",9,55,I-285,1
7525,"Jct_I-520_&_US_1,_Georgia","Jct_I-20_&_I-520,_Georgia",5,55,I-520,1
7530,"Jct_I-20_&_US_321,_South_Carolina","Jct_I-20_&_I-77,_South_Carolina",7,55,I-20,1
7531,"Jct_I-77_&_US_76,_South_Carolina","Jct_I-20_&_I-77,_South_Carolina",7,55,I-77,1
7534,"Jct_I-5_&_CA_118,_California","Jct_I-210_&_CA_118,_California",3,55,CA_118,1
7537,"Jct_I-220_&_US_71,_Louisiana","Jct_I-220_&_LA_3,_Louisiana",3,65,I-220,1
7543,"Jct_I-235_&_US_54,_Kansas","Jct_I-235_&_KS_96,_Kansas",7,55,I-235,1
7545,"Jct_I-35_&_I-135,_Kansas","Jct_I-235_&_US_54,_Kansas",8,55,I-235,1
7548,"Jct_I-24_&_I-440,_Tennessee","Jct_I-24_&_I-40,_Tennessee",2,40,I-24,1
7549,"Jct_I-40_&_TN_155,_Tennessee","Jct_I-24_&_I-40,_Tennessee",2,40,I-40,1
7551,"Jct_I-24_&_TN_840,_Tennessee","Jct_I-24_&_I-440,_Tennessee",24,65,I-24,1
7555,"Jct_I-24_&_US_431,_Tennessee","Jct_I-24_&_I-65,_Tennessee",10,55,I-24,1
7556,"Jct_I-65_&_TN_155,_Tennessee","Jct_I-24_&_I-65,_Tennessee",2,55,I-65,1
7558,"Jct_I-75_&_TN_153,_Tennessee","Jct_I-24_&_I-75,_Tennessee",3,65,I-75,1
7559,"Jct_I-40_&_TN_840,_Tennessee","Jct_I-24_&_TN_840,_Tennessee",25,65,TN_840,1
7563,"Jct_I-240_&_US_72_E,_Tennessee","Jct_I-240_&_TN_385,_Tennessee",2,55,I-240,1
7564,"Jct_I-240_&_US_78_S,_Tennessee","Jct_I-240_&_TN_385,_Tennessee",4,55,I-240,1
7565,"Jct_I-40_&_I-240,_Tennessee","Jct_I-240_&_US_51,_Tennessee",9,55,I-40/240,1
7568,"Jct_I-40_&_I-240,_Tennessee","Jct_I-240_&_US_72_E,_Tennessee",4,55,I-240,1
7570,"Jct_I-55_&_I-240,_Tennessee","Jct_I-240_&_US_78_S,_Tennessee",4,55,I-240,1
7572,"Jct_I-44_&_I-244_E,_Oklahoma","Jct_I-244_&_US_169,_Oklahoma",2,55,I-244,1
7573,"Jct_I-44_&_US_169,_Oklahoma","Jct_I-244_&_US_169,_Oklahoma",2,55,US_169,1
7575,"Jct_I-44_&_I-244_W,_Oklahoma","Jct_I-244_&_US_75_S,_Oklahoma",2,55,I-244,1
7576,"Jct_I-44_&_US_75,_Oklahoma","Jct_I-244_&_US_75_S,_Oklahoma",2,55,US_75,1
7580,"Jct_I-26_&_I-77,_South_Carolina","Jct_I-26_&_I-126,_South_Carolina",8,55,I-26,1
7581,"Jct_I-77_&_US_76,_South_Carolina","Jct_I-26_&_I-77,_South_Carolina",9,55,I-77,1
7582,"Jct_I-26_&_US_301,_South_Carolina","Jct_I-26_&_I-95,_South_Carolina",15,65,I-26,1
7590,"Jct_I-280_&_I-380,_California","Jct_I-280_&_CA_92,_California",10,55,I-280,1
7594,"Jct_I-680_&_CA_237,_California","Jct_I-280_&_I-680,_California",7,55,I-680,1
7596,"Jct_I-80_&_I-280,_Iowa","Jct_I-280_&_US_61,_Iowa",7,55,I-280,1
7597,"Jct_US_61_&_IA_38,_Iowa","Jct_I-280_&_US_61,_Iowa",20,45,US_61,1
7599,"Jct_I-75_&_I-285_S,_Georgia","Jct_I-285_&_I-675,_Georgia",6,55,I-285,1
7600,"Jct_I-75_&_I-675,_Georgia","Jct_I-285_&_I-675,_Georgia",10,55,I-675,1
7601,"Jct_US_20_&_Business_US_20,_Iowa","Jct_I-29_&_I-129,_Iowa",4,55,US_20,1
7605,"Jct_I-29_&_I-90,_South_Dakota","Jct_I-29_&_I-229,_South_Dakota",7,55,I-29,1
7608,"Jct_I-29_&_US_159,_Missouri","Jct_I-29_&_I-229_N,_Missouri",53,65,I-29,1
7609,"Jct_I-29_&_US_169_N,_Kansas","Jct_I-29_&_I-229_N,_Missouri",5,55,I-29,1
7612,"Jct_I-29_&_US_36,_Missouri","Jct_I-29_&_I-229_S,_Missouri",3,55,I-29,1
7618,"Jct_I-29_&_MO_152,_Missouri","Jct_I-29_&_I-435_E,_Missouri",5,55,I-29,1
7619,"Jct_I-435_&_US_169,_Missouri","Jct_I-29_&_I-435_E,_Missouri",6,55,I-435,1
7621,"Jct_I-29_&_I-80_W,_Iowa","Jct_I-29_&_I-480,_Iowa",2,55,I-29,1
7622,"Jct_I-80_&_US_6,_Iowa","Jct_I-29_&_I-480,_Iowa",7,30,US_6,1
7624,"Jct_I-80_&_I-480,_Nebraska","Jct_I-29_&_I-80_W,_Iowa",3,55,I-80,1
7625,"Jct_I-90_&_I-229,_South_Dakota","Jct_I-29_&_I-90,_South_Dakota",4,55,I-90,1
7627,"Jct_I-94_&_US_75,_Minnesota","Jct_I-29_&_I-94,_North_Dakota",4,55,I-94,1
7630,"Jct_US_275_&_IA_2_S,_Iowa","Jct_I-29_&_IA_2,_Iowa",7,45,IA_2,1
7633,"Jct_I-29_&_US_34_N,_Iowa","Jct_I-29_&_IA_370,_Iowa",7,65,I-29,1
7634,"Jct_US_275_&_IA_370,_Iowa","Jct_I-29_&_IA_370,_Iowa",2,45,IA_370,1
7635,"Jct_I-29_&_US_81_N,_North_Dakota","Jct_I-29_&_MB_75,_Manitoba",14,65,I-29,1
7637,"Jct_I-435_&_MO_152_W,_Missouri","Jct_I-29_&_MO_152,_Missouri",5,55,MO_152,1
7638,"Jct_US_169_&_MO_152,_Missouri","Jct_I-29_&_MO_152,_Missouri",4,30,MO_152,1
7639,"Jct_I-29_&_ND_200_S,_North_Dakota","Jct_I-29_&_ND_200_N,_North_Dakota",11,65,I-29,1
7643,"Jct_I-29_&_US_36,_Missouri","Jct_I-29_&_US_169_N,_Kansas",5,55,I-29,1
7645,"Jct_US_18_&_SD_17,_South_Dakota","Jct_I-29_&_US_18_S,_South_Dakota",5,45,US_18,1
7648,"Jct_US_169_&_MO_31_S,_Missouri","Jct_I-29_&_US_36,_Missouri",8,45,US_169,1
7652,"Jct_I-95_&_I-295_N,_Florida","Jct_I-295_&_US_1,_Florida",7,55,I-295,1
7653,"Jct_US_6_&_RI_10,_Rhode_Island","Jct_I-295_&_US_6,_Rhode_Island",5,40,US_6,1
7657,"Jct_I-30_&_I-440,_Arkansas","Jct_I-30_&_I-430,_Arkansas",9,55,I-30,1
7658,"Jct_I-30_&_US_70,_Arkansas","Jct_I-30_&_I-430,_Arkansas",18,65,I-30,1
7659,"Jct_I-430_&_I-630,_Arkansas","Jct_I-30_&_I-430,_Arkansas",6,55,I-430,1
7660,"Jct_I-440_&_US_165,_Arkansas","Jct_I-30_&_I-440,_Arkansas",7,55,I-440,1
7661,"Jct_I-530/US_65_&_US_167_S,_Arkansas","Jct_I-30_&_I-440,_Arkansas",10,65,I-530/US_65/167,1
7668,"Jct_I-35;_US_54/400_&_KS_96,_Kansas","Jct_I-35_&_I-135,_Kansas",10,65,Kansas_Tpk_[I-35],1
7671,"Jct_I-35_&_US_77,_Kansas","Jct_I-35_&_I-335,_Kansas",52,65,Kansas_Tpk_[I-35],1
7674,"Jct_I-40_&_I-240,_Oklahoma","Jct_I-35_&_I-40_E,_Oklahoma",13,55,I-40,1
7678,"Jct_I-70_&_I-635,_Kansas","Jct_I-35_&_I-635,_Kansas",4,55,I-635,1
7683,"Jct_I-35_&_US_65,_Minnesota","Jct_I-35_&_I-90,_Minnesota",6,65,I-35,1
7684,"Jct_I-90_&_US_69,_Minnesota","Jct_I-35_&_I-90,_Minnesota",5,65,I-90,1
